x,y,qx,qy,qz,qw,rx,ry,rz,mqx,mqy,mqz,mqw,mrx,mry,mrz,speed,steer
0.6616667733780501,0.7306640846535262,0.3194419781805621,0.024727031140280853,0.026376916891192773,0.43316337804936145,0.4232106514073284,0.022768689465332503,0.29496675275603457,0.31013799013434984,0.30087122290077395,0.6445295494615105,0.7091543553764973,0.4380133952885911,0.2775662710495564,0.30066841062255234,-0.00697671978033583,-0.44055063484353324
0.648866640522484,0.7409852314357531,0.32846520812920577,0.05824052421456111,0.006903703728953395,0.42679812101681913,0.41120292680180653,0.9602774109886225,0.22815508505685106,0.21743980795274187,0.23567069170598923,0.6563113242219302,0.7752064593813824,0.45243641412052815,0.30531157510565454,0.2505233841518492,0.02943568730381084,-0.35832934759169843
0.6952665422687336,0.7762955034454513,0.29989538456202364,0.1362073777015931,0.0,0.43176338100928874,0.4324080399239041,0.9596330670696633,0.13222019503686677,0.14233777341964787,0.15425162845561785,0.6052498645201726,0.7178211448104739,0.463793871615922,0.21761426909907272,0.28005357577998613,-0.045374038451972604,-0.435743169487554
0.6293797248719749,0.713306292832885,0.2154864113102645,0.09440685906214397,0.005991648708953717,0.3436006273277572,0.41380297612182826,0.9127060552650036,0.19822034036509092,0.2344998248804138,0.18969612397844574,0.6792809101871436,0.7738537047560375,0.4771576147586615,0.1314741893817583,0.33891760910548796,0.0045639260682504845,-0.462152092443262
0.5648804847925586,0.6903486061589776,0.12092809029598514,0.0,0.06776399207459155,0.4322639255909829,0.31938490863850055,0.9359106866775837,0.1400365583904991,0.2990606059332751,0.1262308813391636,0.588130199470197,0.8675670212388602,0.5543143799791883,0.1988206618339974,0.271695417406603,0.07405730612980241,-0.4786028554487016
0.5713707775218315,0.6500296251605858,0.22051076643749057,0.0,0.06757287431705104,0.4374525501252232,0.39839869792691796,0.9974248993945466,0.20127108158948337,0.3765726856195687,0.12854584708509093,0.6528502883078618,0.9255171434762282,0.5786786598747298,0.24318892731937636,0.2453539235747422,0.025540331980479884,-0.38427980644940973
0.6386423315981782,0.6557984502919284,0.16026088710696326,0.03557434830654535,0.1010056323254054,0.45381897658180165,0.3481599101782197,0.9442635308616951,0.11131537400853472,0.3910693014500941,0.1743988943315607,0.6833381973294046,0.9885139548980704,0.4854887260546988,0.1889439916183615,0.21167024936821655,-0.0016198735343162449,-0.40644487831392717
0.6745946129218172,0.6722714748056701,0.15820010627627712,0.0,0.01666907510046263,0.428181744332928,0.3831404090052427,0.8988826428400335,0.035600067103081334,0.36119433035756504,0.20451667609321336,0.7166094649309065,1.0,0.5534684731402701,0.1556816305237113,0.2767785081706601,-0.09262336784199934,-0.48477431971121787
0.6778673301243884,0.7203917521220555,0.24893227591231845,0.0,0.0,0.48221692121213,0.29748289414028406,0.9849597282711222,0.07095499328493737,0.4483748452367303,0.283640289664721,0.7806897748759553,0.9613202851264078,0.5628859665426864,0.0566009282204204,0.23804683842142055,-0.1917793555169991,-0.46625717578211057
0.6970326326387821,0.7370383498065147,0.22896393988503969,0.07981653122918311,0.03810098793062347,0.501539436554584,0.2070118179632357,0.9160698186044121,0.11449152429633203,0.5272066174939801,0.37176753982865973,0.8317037563957441,0.9079875293094055,0.5969816125842051,0.9938866324796578,0.1537090080068837,-0.19289283442405408,-0.37271605594804097
0.6085824089555485,0.671832411647884,0.2322440518993717,0.0878028521561868,0.007075294411548305,0.5439290411080901,0.1244080322181168,0.8748982723351291,0.12403510404826568,0.5899338934491819,0.4533013227332354,0.835240202163347,0.9511112102541598,0.5881785699740346,0.9950266171350323,0.06630314737625195,-0.18628732827652406,-0.43276790262687426
0.5797714161425822,0.75875382093614,0.2796621369519959,0.06299769550860246,0.0,0.5532614299178973,0.048768952094264614,0.8650519977339449,0.06830485865419486,0.5311301991811239,0.370101303071831,0.9108237433215065,1.0,0.5374959822351403,0.06516695675891615,0.010776541061769833,-0.1909957219892309,-0.4506870115871962
0.49552755093618456,0.8478966155464445,0.23332857302886645,0.06573523817196092,0.0,0.6456516759479548,0.044992401445995825,0.7737482688893047,0.11339472715103088,0.6021301467652516,0.4190617475126043,0.8439633255861192,1.0,0.6153793358475977,0.0370068273832502,0.010446137259486434,-0.13692763152327864,-0.36587848863826483
0.4452518760210364,0.9371711000788613,0.26990657655049827,0.11350118364196543,0.0,0.628092672372176,0.09440464288738566,0.8072061172845034,0.1659478515344259,0.5362828233583758,0.3923846320680008,0.8491250030713864,1.0,0.6624680689667901,0.11181914253289466,0.9873203646515447,-0.11087553486628421,-0.39987430726571255
0.48995931148192673,0.956126113978751,0.3137321783907092,0.1288562262505035,0.0,0.5811962382736688,0.10996798358922276,0.8815485470431796,0.16922053318598262,0.6360513354560374,0.45228389290100857,0.8941110694788041,0.9738012717528592,0.6739557575470325,0.07304186022990819,0.07953305358762952,-0.14112544817332756,-0.3323717431613087
0.40523604473414643,0.9568491251493761,0.2580150573111014,0.12192767202705672,0.09168007086390781,0.6344749627810337,0.19800754077352228,0.8550743379618072,0.18723486631328454,0.5630897727484121,0.41472772757822524,0.8071888365693666,1.0,0.6773859643090248,0.9789205489287295,0.07224494506001614,-0.11689944902029561,-0.28693835036778126
0.3308044836519718,1.0,0.18755243018962708,0.09021762981166907,0.14957950999941277,0.6323583366009212,0.18829620113568024,0.9043152658777275,0.2801753299928061,0.48701300265158104,0.38071384404410086,0.8461545443624165,0.971052557940403,0.7160648982637473,0.9622894667433308,0.05414451675753491,-0.09707544199135978,-0.27201201305847134
0.4046470141068792,1.0,0.17264194344844008,0.12909393433583405,0.061424821148288136,0.6680804670129435,0.17216798290693194,0.9922943324706703,0.21002014409715486,0.5505625182695146,0.3478304771101865,0.9158841729821381,1.0,0.746708970008762,0.9333680154550033,0.9699732996697742,0.0026068103283877764,-0.2506613157293111
0.3344699355050589,1.0,0.08890585828251833,0.07536315974854174,0.053989071130243316,0.7201296468085968,0.20244551637057626,0.9160800095945555,0.2580761667066992,0.5783500792940399,0.42829119850695074,0.8586513385204482,1.0,0.7672928644437469,0.9620368466187152,0.9857765006610825,0.020219427360611275,-0.16809468114394321
0.3853414488995195,1.0,0.031092209220005544,0.06671327622414455,0.06276085370719584,0.7904486344730676,0.17496597120847146,0.8660318813338398,0.34965792287201997,0.5814179345569574,0.3774208217112364,0.8480539157672677,1.0,0.760185012517567,0.8911143253390068,0.9796078073823086,0.08980463234905581,-0.1547940536332615
0.3565028891862847,0.9657325214684213,0.017844306355848945,0.0005031191146246533,0.04350251949700869,0.8845882322088032,0.13254366978965262,0.8914735172182793,0.42666324168802894,0.5043254998372931,0.4102859009560081,0.7570849391863826,0.9409569439403672,0.8295265504047663,0.9836078462442909,0.8819878785115417,0.14788731701860178,-0.0801415356923307
0.4074055717692576,1.0,0.10920008136285406,0.08079415611221792,0.06690844248521394,0.8916117098745263,0.18494209718587595,0.9256093413728552,0.4265306646878701,0.41802553789911034,0.4458100942200075,0.7321560363635993,0.9483022710016524,0.9069949275274333,0.9819915852868174,0.9502399603017142,0.16658509838503588,-0.09800605783133953
0.4153344977050409,1.0,0.10623702784985131,0.07010036465320042,0.035118053484633024,0.7936491982729121,0.2062264927022576,0.9540277617852182,0.48235985846198437,0.5107462264598918,0.35662333362149823,0.6762359388087149,0.9603268490411765,0.9548489834582192,0.967976997502775,0.9459931428429899,0.13666639808016132,-0.02419169896820117
0.4092052507847317,0.9376179377116294,0.1424240177269627,0.08840547766996945,0.043894932150755406,0.8091457321226879,0.25008485387771606,0.992379812973476,0.49690654423369734,0.5098135765672412,0.42039845679517635,0.6484101343875902,1.0,0.03742632940090074,0.04195018062650524,0.9887287603402399,0.1431097198396007,-0.002355966857338007
0.4996510123241029,0.889160710901822,0.13866044506035147,0.16172663451055846,0.0,0.9009866637157291,0.1872838196862337,0.9768686414074045,0.5141274414978765,0.5228757593892973,0.37712780928908474,0.578387051000823,0.9437221320388729,0.02430950959500884,0.9546650838179053,0.07689837456160609,0.055785036608798286,0.004301478020283397
0.48112638244773515,0.9140994189410144,0.08955930305264889,0.09347307884880665,0.06108389641226472,0.8498682449207677,0.1697299134706577,0.8821193380219461,0.4161517331209017,0.5310743454903722,0.3804918474408954,0.6700989893753688,0.996576388266865,0.9257727340576385,0.9437307225349656,0.00985223250341108,-0.010714565317244212,0.047656815453060455
0.4179835674897965,0.9673701722786732,0.13434739006706778,0.01684177936748768,0.0,0.8086472563728815,0.13726423834547458,0.8411939001102595,0.46698526577504296,0.5235413281844059,0.387500502419192,0.6900681490511938,0.9744364130143025,0.9167372802097453,0.9971451297288892,0.9440229942363534,0.021908853768613207,-0.04093784050356768
0.49308880653762144,0.9169905342837457,0.20799400567342108,0.07841017313103735,0.0,0.7323564652451297,0.11452856544813442,0.8572744271566926,0.5105319107795129,0.4475072823677805,0.45726930109522823,0.7592934185319957,0.9007479456640031,0.817211529346868,0.9826988902964413,0.8986195706537299,0.025339030989198985,0.005413700474824493
0.5750733470661928,0.9057863187029366,0.2518469489928533,0.0,0.05352339501945044,0.7999604025059044,0.18149594478285758,0.8762000094106263,0.5735733406998116,0.5393166903796798,0.3797720455880429,0.8176596504048806,0.948777552792186,0.7626601655242294,0.013298061107958503,0.9906700617210481,0.051177828624816735,-0.040952987909705016
0.6361191036586491,0.899708345802071,0.3450972290315373,0.0,0.12574838761022458,0.7189474900349471,0.15991482743654448,0.9320875243813863,0.6592371727690509,0.6009327047027471,0.38185228876626104,0.737431060934936,0.9038920052213941,0.7004241124207168,0.07431981546646396,0.9457275357222609,-0.007606047957882459,-0.08171502330574901
0.6233112929455079,0.9702428239555814,0.366161361805613,0.0,0.16959171929923722,0.789286305929424,0.13177393462217046,0.011546328888994983,0.5645799945111949,0.6412139209471133,0.4409251701418433,0.6393661417442686,0.8254534070745206,0.7020578109417887,0.995121664894629,0.0029539598915742094,-0.07910991088416376,-0.11948623252689075
0.5568808156554789,0.8999735578280228,0.31711638621308397,0.0,0.23960984535937166,0.7698834494878015,0.04244350876006103,0.060316163120041566,0.5731405898184558,0.7203820854254093,0.4365433526125119,0.7296772208833618,0.7941363275890347,0.7117323715673017,0.9941097424649045,0.09495004576496927,-0.14867028900725665,-0.13627841986225223
0.48096192876445887,0.8155008869323701,0.2805674105719672,0.04432453365573427,0.2487915595373953,0.723791923183157,0.9641466556529514,0.9910008671213263,0.6445722310572044,0.735576243295014,0.4782169491631676,0.6405262838396008,0.8571820263432837,0.733629048506035,0.9489446961981509,0.17041131875435064,-0.1874297942632886,-0.08755002163699618
0.5278157957961115,0.7433888986297835,0.2918341876201813,0.06835451916241246,0.24725670095733115,0.7399642545899687,0.8672434103518794,0.017403207301805557,0.6237303192521503,0.6425095784807745,0.4346765145166781,0.6934643285355608,0.7880254002796359,0.8144984519342644,0.9351699541311692,0.08889761025235149,-0.18865320981935194,0.009895537265944054
0.6015905989163723,0.6707507212446134,0.26276408675189095,0.09472454343009314,0.27618262590208853,0.6761134534933129,0.9006803151871422,0.06299449764346246,0.6941753401339138,0.6259598913078658,0.42970303986850167,0.723141546066417,0.7059633587690164,0.8105785297137332,0.9183978644691342,0.05403148543780935,-0.24011974958168888,-0.05614476755499073
0.6128255053955665,0.5895165117405377,0.20518254179023687,0.13568378222718014,0.18280477302409204,0.645157518582506,0.9354071598978566,0.16295214611271458,0.7632237796123543,0.6115011763436012,0.4341478167909568,0.7163496917505964,0.6710402243482613,0.7477644010955773,0.01774184363864073,0.08850660053552957,-0.2569173289325301,-0.13438370146773945
0.628860457321959,0.6064359860672839,0.21741225436438272,0.14496120536444596,0.1555600571738267,0.7128565818655797,0.8902223760873715,0.12850856681913492,0.7847999648499678,0.5843786788472506,0.34923834402449255,0.7162769976597616,0.5741034606072732,0.8208422206449074,0.9531303281257484,0.036635793920261416,-0.17915433986404034,-0.15777445487881936
0.613416879708791,0.5770050115323936,0.13195231547098923,0.2187428857139734,0.10878991420635153,0.7997341948130176,0.7932942831227622,0.0950282775865912,0.8732159293489653,0.5185322693731703,0.31966660895889126,0.7287868904890208,0.6414003266502846,0.8432620531917261,0.9137924259924285,0.9574528143458759,-0.09026928421899458,-0.12595663089775128
0.6149743506731973,0.49183784659698093,0.05462642363193887,0.30875931803865186,0.15340705730017773,0.8611515584393699,0.8125341264872814,0.007297680315243554,0.9198178767039815,0.5073026580208693,0.3544411835553971,0.6693245695238366,0.5454933558402831,0.8803607278480594,0.9171952273488603,0.8583353650823716,-0.12680978640823193,-0.08748220754035263
0.533975087845071,0.5702601037197943,0.09483833630324179,0.39982575703866774,0.12104445746840627,0.7855016890186843,0.7910260917273745,0.04002791814447712,0.8548275446713391,0.5781222296401101,0.30800810939895606,0.6567260932117834,0.46866390187850404,0.7949136405083564,0.972556057779174,0.8824634096070562,-0.049229786636991096,-0.11634888094483582
0.4358283392927397,0.5817897221924537,0.1203620313256984,0.3358643045965199,0.1634675663968791,0.8421976861219364,0.7334732145158377,0.10559676550690117,0.8971244213951943,0.6107215935519145,0.21694121234621164,0.6535735741549726,0.5220840108792574,0.7678478691207102,0.9563135221407149,0.8200190812405189,-0.1047268433249917,-0.02954262553722374
0.3517057521862714,0.5086271360291522,0.213076219343967,0.42100172441684336,0.15191155485857394,0.8751672926715945,0.7534378807983689,0.05183271853660959,0.8054375978016302,0.6280847383923185,0.19640328693123876,0.7207107320706531,0.613691208879503,0.761250099527739,0.9819520868772258,0.8089095696830111,-0.05174118729802789,-0.041990473330126205
0.2806431730510334,0.5281733945751441,0.20342299491764487,0.39664150564071854,0.16157897555503797,0.8751614610339724,0.7247516566064635,0.0025500703750219594,0.8946607668886156,0.7082909471592036,0.2640164821951826,0.6392943543805092,0.6191682907511825,0.6960596093484708,0.06141325718916235,0.7139467351195443,-0.1382771724870828,-0.03816727244430207
0.18566807133283436,0.5866659293164029,0.22424159598611454,0.42830145530248614,0.25366812190379784,0.8011547459034521,0.7434594865884113,0.08113356599884271,0.9531428697298917,0.6878499845209242,0.21227196194895873,0.6623928760916324,0.5337275165282841,0.7354215934830867,0.11277560198025852,0.6557222539099192,-0.1859976141872739,-0.036513615311800085
0.14229738315356322,0.5624367248227011,0.32316033080314777,0.43842402591252405,0.20055335490652254,0.8941846932652082,0.6932406287918196,0.016687339636059603,0.006470350547484349,0.7835442294193531,0.2708352382417389,0.7105167904789516,0.5693232911012703,0.693826170523526,0.146057779148926,0.6014343015622713,-0.131721273845429,0.046397446751460514
0.1668819575065916,0.6359176967092155,0.39486617459466977,0.4891502152668985,0.15878210706151974,0.8677841581562823,0.6532638004638296,0.049518401066140236,0.907314905546639,0.8388913496154916,0.24381864208528958,0.7239097643761228,0.5124020198195861,0.6659648672774007,0.15174203222987911,0.5786778335627855,-0.13704760710362773,0.11172406037441257
0.07006138794213848,0.6396595919755351,0.46075168966599367,0.4320143825147916,0.15429306211430643,0.7884775807796502,0.6401112455438501,0.03600806002016134,0.83975664062288,0.9296597481779383,0.16985871882335152,0.7492680653175443,0.5938667017858794,0.6375568853858354,0.05313391139701654,0.6230718694999261,-0.20841287918761503,0.111725799559417
0.07429628438923673,0.6099532523809034,0.4841513787795638,0.35112558183377374,0.22259431241088248,0.8841674682563339,0.5928170972146057,0.03270990467690721,0.7487309620099545,1.0,0.18873164941914833,0.7409120045389789,0.5837246889159861,0.6579767529917964,0.05936377077094175,0.707582017603128,-0.1402040224485299,0.20440034137318142
0.06965736803827674,0.6610225773714566,0.5784019538142999,0.2578044975741777,0.23079605078726717,0.8182363275836217,0.5322498458519184,0.09200813822658174,0.8384796689136638,1.0,0.27474484877084804,0.698826109094573,0.6038044194602427,0.7445514745805046,0.040281305869640585,0.7213035537809483,-0.09597460962771107,0.12499270099196341
